date,time,latitude,longitude,depth,magnitude,location
14/04/11,04:33:04,12.31,-86.62,15.8,2.5,SO de La Paz Centro/Nagarote
14/04/11,04:25:19,12.36,-86.49,6.1,2.2,Cerca del volcan Momotombo
14/04/11,04:11:53,12.40,-86.50,1.4,2.9,Cerca del volcan Momotombo
14/04/11,03:47:32,12.32,-86.41,9.1,4.3,Cerca del volcan Apoyeque
14/04/11,03:34:44,12.32,-86.41,7.9,2.9,Cerca del volcan Apoyeque
14/04/11,03:30:48,12.33,-86.49,6.3,2.1,Cerca del volcan Momotombo
14/04/11,03:27:19,12.37,-86.40,1.1,2.5,Cerca del volcan Momotombo
14/04/11,03:21:39,12.28,-86.63,19.6,2.8,SO de La Paz Centro/Nagarote
14/04/11,03:11:01,12.34,-86.43,17.2,3.3,Cerca del volcan Apoyeque
14/04/11,03:06:42,12.38,-86.40,0.1,4.3,Cerca del volcan Momotombo
14/04/11,03:01:07,12.25,-86.37,11.3,2.7,Cerca del volcan Apoyeque
14/04/11,02:55:38,12.37,-86.37,13.7,2.8,Cerca del volcan Apoyeque
14/04/11,02:42:43,12.31,-86.45,2.0,1.6,Cerca del volcan Apoyeque
14/04/11,02:12:06,12.26,-86.45,2.0,2.4,Cerca del volcan Apoyeque
14/04/11,02:03:47,12.37,-86.35,5.2,3.1,Cerca del volcan Apoyeque
14/04/11,01:49:01,12.35,-86.40,16.3,3.0,Cerca del volcan Apoyeque
14/04/11,01:44:58,12.26,-86.48,15.2,3.0,Oeste-Suroeste de Managua
14/04/11,01:34:50,12.42,-86.58,2.0,1.6,Cerca del volcan Momotombo
14/04/11,01:23:17,12.40,-86.50,0.1,3.8,Cerca del volcan Momotombo
14/04/11,01:07:57,12.37,-86.37,15.0,2.6,Cerca del volcan Apoyeque
14/04/11,01:03:54,12.37,-86.51,2.1,2.4,Cerca del volcan Momotombo
14/04/11,01:00:15,12.40,-86.49,1.0,2.4,Cerca del volcan Momotombo
14/04/11,00:44:11,12.36,-86.43,1.8,3.2,Cerca del volcan Momotombo
14/04/11,00:08:14,12.45,-86.40,15.0,2.6,Nicaragua
14/04/11,00:02:21,12.30,-86.37,12.1,2.3,Cerca del volcan Apoyeque
14/04/10,23:43:21,12.27,-86.34,6.0,3.0,Cerca del volcan Apoyeque
14/04/10,23:33:49,12.24,-86.35,10.9,3.1,Cerca del volcan Apoyeque
14/04/10,23:29:37,12.27,-86.33,4.3,2.7,Cerca del volcan Apoyeque
14/04/10,23:23:41,12.42,-86.51,14.6,3.8,Cerca del volcan Momotombo
14/04/10,23:20:12,12.34,-86.28,12.5,2.7,Nicaragua
14/04/10,22:35:09,12.26,-86.35,6.1,3.1,Cerca del volcan Apoyeque
14/04/10,22:27:28,12.43,-86.51,2.6,2.5,Cerca del volcan Momotombo
14/04/10,22:08:24,12.37,-86.43,15.0,2.2,Cerca del volcan Momotombo
14/04/10,22:03:26,12.38,-86.51,6.0,3.1,Cerca del volcan Momotombo
14/04/10,21:49:55,12.38,-86.50,1.7,3.8,Cerca del volcan Momotombo
14/04/10,21:38:06,12.22,-86.32,14.2,3.5,Cerca del volcan Apoyeque
14/04/10,21:31:41,12.27,-86.29,4.5,3.9,Cerca del volcan Apoyeque
14/04/10,21:26:29,12.33,-86.42,2.3,4.4,Cerca del volcan Apoyeque
14/04/10,21:20:50,12.09,-86.27,0.0,3.2,En o cerca de Managua
14/04/10,21:15:36,12.30,-86.26,1.1,2.7,Nicaragua
14/04/10,21:11:01,12.39,-86.49,5.4,3.4,Cerca del volcan Momotombo
14/04/10,21:00:48,11.97,-85.84,13.6,3.5,Nicaragua
14/04/10,21:00:17,12.40,-86.49,6.0,3.2,Cerca del volcan Momotombo
14/04/10,20:48:42,12.34,-86.44,6.1,1.4,Cerca del volcan Apoyeque
14/04/10,20:37:54,12.42,-86.46,7.5,2.9,Cerca del volcan Momotombo
14/04/10,20:26:20,12.46,-86.47,6.8,2.9,Cerca del volcan Momotombo
14/04/10,20:21:31,12.33,-86.40,2.1,2.6,Cerca del volcan Apoyeque
14/04/10,20:19:56,12.40,-86.42,15.0,2.8,Cerca del volcan Momotombo
14/04/10,20:11:17,12.44,-86.46,2.0,2.4,Cerca del volcan Momotombo
14/04/10,20:01:39,12.41,-86.43,6.0,3.3,Cerca del volcan Momotombo
14/04/10,19:57:55,12.46,-86.42,6.3,2.4,Nicaragua
14/04/10,19:49:36,12.36,-86.44,5.0,2.7,Cerca del volcan Momotombo
14/04/10,19:46:16,12.42,-86.45,6.5,3.2,Cerca del volcan Momotombo
14/04/10,19:38:01,12.40,-86.50,5.6,3.9,Cerca del volcan Momotombo
14/04/10,19:34:08,12.41,-86.49,15.0,3.2,Cerca del volcan Momotombo
14/04/10,19:24:44,12.36,-86.49,2.1,4.0,Cerca del volcan Momotombo
14/04/10,19:16:53,12.31,-86.37,2.0,2.3,Cerca del volcan Apoyeque
14/04/10,19:10:10,12.41,-86.42,10.9,3.3,Cerca del volcan Momotombo
14/04/10,19:04:07,12.40,-86.50,4.8,3.3,Cerca del volcan Momotombo
14/04/10,18:54:59,12.44,-86.51,2.1,2.7,Cerca del volcan Momotombo
14/04/10,18:47:28,12.45,-86.41,6.0,3.1,Nicaragua
14/04/10,18:44:26,12.38,-86.48,7.2,4.0,Cerca del volcan Momotombo
14/04/10,18:40:48,12.34,-86.43,14.1,3.1,Cerca del volcan Apoyeque
14/04/10,18:39:45,12.39,-86.46,6.0,3.9,Cerca del volcan Momotombo
14/04/10,18:28:46,12.40,-86.51,6.4,5.0,Cerca del volcan Momotombo
14/04/10,18:12:13,12.35,-86.48,1.4,3.6,Cerca del volcan Momotombo
14/04/10,18:01:22,12.37,-86.44,1.5,5.0,Cerca del volcan Momotombo
14/04/10,17:49:05,12.39,-86.39,26.5,3.3,Cerca del volcan Momotombo
14/04/10,17:47:12,12.49,-86.38,10.0,3.6,Nicaragua
14/04/10,17:44:50,12.39,-86.48,4.6,4.9,Cerca del volcan Momotombo
14/04/10,17:43:31,12.40,-86.46,11.8,3.1,Cerca del volcan Momotombo
14/04/10,17:42:25,12.49,-86.38,7.3,4.6,Nicaragua
14/04/10,17:37:24,12.44,-86.49,1.6,3.9,Cerca del volcan Momotombo
14/04/10,17:35:02,12.42,-86.51,3.6,4.4,Cerca del volcan Momotombo
14/04/10,17:27:43,12.26,-86.52,0.9,6.2,SO de La Paz Centro/Nagarote
14/04/10,14:34:40,12.31,-86.48,2.0,2.0,Cerca del volcan Momotombo
14/04/10,12:46:02,12.35,-86.50,6.1,1.9,Cerca del volcan Momotombo
14/04/10,12:43:54,12.36,-86.44,9.5,4.0,Cerca del volcan Momotombo
14/04/10,05:46:01,12.55,-88.27,15.0,2.6,Frente al Golfo de Fonseca
